"","X.3","X.2","X.1","X","dog_guid","MIN.c.created_at.","hour","day","month","gender","neutered","personality","age","weight","breed","btype","bgroup","ntests","mid","PC1","PC2"
"442",442,442,442,452,"fd80ccfe-7144-11e5-ba71-058fbc01cf0b","2015-05-20 00:40:57",0,4,5,"female",1,"stargazer",">10","0-19","Bichon Frise","Pure Breed","Non-Sporting",20,0.0071600877165,0.53191714572408,-0.193524263980654
"443",443,443,443,453,"fd80dafa-7144-11e5-ba71-058fbc01cf0b","2015-05-20 01:17:25",1,4,5,"female",1,"socialite",">10","20-49","Norwegian Buhund","Pure Breed","Herding",20,0.0059387183221,0.53191714572408,-0.193524263980654
"444",444,444,444,454,"fd80e450-7144-11e5-ba71-058fbc01cf0b","2015-05-20 01:49:24",1,4,5,"male",1,"charmer","7-10","20-49","Pug","Pure Breed","Toy",20,0.056665448343,0.53191714572408,-0.193524263980654
"445",445,445,445,455,"fd8164ac-7144-11e5-ba71-058fbc01cf0b","2015-05-20 16:10:31",16,4,5,"female",1,"protodog","0-1","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.012431164713,-1.14282973458406,0.45520887207676
"446",446,446,446,456,"fd8193c8-7144-11e5-ba71-058fbc01cf0b","2015-07-01 17:17:51",17,4,7,"male",1,"","2-4","90-139","Mixed","Mixed Breed/ Other/ I Don't Know","",11,0.0030960648205,-0.547711241938535,0.286986356803921
"447",447,447,447,457,"fd82c306-7144-11e5-ba71-058fbc01cf0b","2015-05-22 17:36:11",17,6,5,"male",1,"einstein",">10","20-49","Bichon Frise","Pure Breed","Non-Sporting",20,0.0053508771939,-1.80457175171759,0.94760177286766
"448",448,448,448,458,"fd82cdd8-7144-11e5-ba71-058fbc01cf0b","2015-06-04 16:39:11",16,5,6,"male",1,"maverick","5-7","90-139","German Shepherd Dog","Pure Breed","Herding",23,2.5179550716,0.125714973178132,1.17458650957776
"449",449,449,449,459,"fd82cf0e-7144-11e5-ba71-058fbc01cf0b","2015-05-22 23:08:59",23,6,5,"female",1,"socialite","2-4","90-139","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.10787707115,-0.432209960659772,-2.73551078337071
"450",450,450,450,460,"fd82d742-7144-11e5-ba71-058fbc01cf0b","2015-05-23 00:24:12",0,7,5,"female",1,"charmer","0-1","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.043276072124,-1.69331037564894,0.893262437779645
"451",451,451,451,461,"fd82dc06-7144-11e5-ba71-058fbc01cf0b","2015-05-23 02:30:11",2,7,5,"male",1,"expert","2-4","50-89","Keeshond-German Shepherd Dog Mix","Cross Breed","",20,0.091948099416,-0.39545042625172,1.27953033960787
"452",452,452,452,462,"fd83d78c-7144-11e5-ba71-058fbc01cf0b","2015-05-25 16:31:14",16,2,5,"male",1,"expert","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.7005914961,-0.141940970170377,-1.29396723296606
"453",453,453,453,463,"fd840e1e-7144-11e5-ba71-058fbc01cf0b","2015-05-26 20:13:07",20,3,5,"male",1,"renaissance-dog","2-4","90-139","I Don't Know","Mixed Breed/ Other/ I Don't Know","",20,0.0032705896668,-1.53832769435794,-1.13192771450061
"454",454,454,454,464,"fd84115c-7144-11e5-ba71-058fbc01cf0b","2015-05-26 20:22:14",20,3,5,"female",1,"renaissance-dog",">10","50-89","Australian Labradoodle","Pure Breed","",20,0.0025688352824,-1.42057029130094,-0.126077331598681
"455",455,455,455,465,"fd88aee2-7144-11e5-ba71-058fbc01cf0b","2015-05-27 03:22:53",3,4,5,"male",1,"charmer","2-4","50-89","Golden Retriever","Pure Breed","Sporting",20,0.0046558235896,1.52830004679357,-0.490080407047339
"456",456,456,456,466,"fd88ead8-7144-11e5-ba71-058fbc01cf0b","2015-05-28 04:05:35",4,5,5,"male",1,"renaissance-dog","5-7","50-89","Labrador Retriever-Australian Cattle Dog Mix","Cross Breed","",20,0.29771259746,1.30577729465626,-0.381401736871309
"457",457,457,457,467,"fd890f86-7144-11e5-ba71-058fbc01cf0b","2015-05-30 15:39:05",15,7,5,"male",1,"ace","2-4","20-49","Golden Retriever-Labrador Retriever Mix","Cross Breed","",20,1.7973008041,-0.70665176713305,-0.809445497405012
"458",458,458,458,468,"fd891468-7144-11e5-ba71-058fbc01cf0b","2015-05-28 18:58:28",18,5,5,"male",1,"ace","0-1","50-89","Standard Poodle","Pure Breed","Non-Sporting",20,0.046337110137,-0.596834660491291,1.66935203486858
"459",459,459,459,469,"fd892246-7144-11e5-ba71-058fbc01cf0b","2015-05-28 21:17:38",21,5,5,"female",1,"charmer","2-4","0-19","Chihuahua","Pure Breed","Toy",20,0.0036762914202,-0.829203475053123,-3.78221111488426
"460",460,460,460,470,"fd8942a8-7144-11e5-ba71-058fbc01cf0b","2015-05-29 13:45:39",13,6,5,"male",1,"","0-1","50-89","Labrador Retriever-Poodle Mix","Cross Breed","",4,0.031959876573,1.44516537017017,0.151700241588711
"461",461,461,461,471,"fd896bca-7144-11e5-ba71-058fbc01cf0b","2015-05-30 20:11:46",20,7,5,"male",1,"socialite","5-7","0-19","Chihuahua-Yorkshire Terrier Mix","Cross Breed","",20,0.0091453460045,-0.598019353598025,-2.47730349440703
"462",462,462,462,472,"fd8978fe-7144-11e5-ba71-058fbc01cf0b","2015-05-30 12:21:37",12,7,5,"male",1,"charmer","2-4","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.045349658871,4.63029710704053,-0.00562892915178359
"463",463,463,463,474,"fda60b40-7144-11e5-ba71-058fbc01cf0b","2015-06-04 17:53:07",17,5,6,"male",1,"renaissance-dog","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.3172624269,-1.30667995269866,1.43310199522731
"464",464,464,464,475,"fda99508-7144-11e5-ba71-058fbc01cf0b","2015-06-14 01:50:27",1,1,6,"female",1,"","7-10","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",2,0.0024421295364,1.48797890032108,-0.754004404875922
"465",465,465,465,476,"fda9dac2-7144-11e5-ba71-058fbc01cf0b","2015-06-28 17:43:10",17,1,6,"male",1,"","5-7","20-49","I Don't Know","Mixed Breed/ Other/ I Don't Know","",14,1.480715812,-0.325218749617495,-1.04667596350986
"466",466,466,466,477,"fdaab834-7144-11e5-ba71-058fbc01cf0b","2015-06-16 23:47:21",23,3,6,"male",1,"","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",2,1.9869675926,1.31783882272393,-1.20259026123887
"467",467,467,467,478,"fdab0b40-7144-11e5-ba71-058fbc01cf0b","2015-06-15 01:34:01",1,2,6,"male",0,"expert","2-4","20-49","Australian Cattle Dog","Pure Breed","Herding",20,0.0035635964933,0.53191714572408,-0.193524263980654
"468",468,468,468,479,"fdab1de2-7144-11e5-ba71-058fbc01cf0b","2015-06-15 00:33:58",0,2,6,"male",1,"maverick","5-7","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.99861903021,-0.659063397455973,-3.33362525852131
"469",469,469,469,480,"fdabbefa-7144-11e5-ba71-058fbc01cf0b","2015-07-07 03:18:50",3,3,7,"female",1,"","0-1","20-49","Australian Labradoodle","Pure Breed","",6,0.0044699074238,1.27552073263286,-0.629453262454751
"470",470,470,470,481,"fdabc4fe-7144-11e5-ba71-058fbc01cf0b","2015-06-15 04:24:16",4,2,6,"male",1,"charmer","2-4","20-49","Border Collie","Pure Breed","Herding",20,0.5550718811,-1.13700349530569,0.62156576233957
"471",471,471,471,482,"fdabcb20-7144-11e5-ba71-058fbc01cf0b","2015-06-15 17:40:49",17,2,6,"female",1,"socialite","2-4","20-49","Australian Shepherd","Pure Breed","Herding",31,3.0444903549,-1.78230750030625,0.107759639883508
"472",472,472,472,483,"fdabe1dc-7144-11e5-ba71-058fbc01cf0b","2015-06-15 20:09:59",20,2,6,"female",1,"charmer","0-1","50-89","German Shepherd Dog","Pure Breed","Herding",20,0.15138036062,-1.73538124393861,-0.0353128739132699
"473",473,473,473,484,"fdac2d40-7144-11e5-ba71-058fbc01cf0b","2015-06-20 04:10:25",4,7,6,"female",1,"ace","5-7","50-89","Border Collie-German Shepherd Dog Mix","Cross Breed","",22,1.7586513448,0.425688061879969,-0.131248692770069
"474",474,474,474,485,"fdac479e-7144-11e5-ba71-058fbc01cf0b","2015-06-15 21:47:09",21,2,6,"male",1,"protodog","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.21151742203,-0.772490115854073,-3.63268249609661
"475",475,475,475,486,"fdac8d58-7144-11e5-ba71-058fbc01cf0b","2015-06-16 00:52:07",0,3,6,"male",1,"socialite","2-4","20-49","English Setter","Pure Breed","Sporting",20,0.041073343079,-0.580696614962432,0.349869086899495
"476",476,476,476,487,"fdacf8f6-7144-11e5-ba71-058fbc01cf0b","2015-06-16 21:28:19",21,3,6,"male",0,"renaissance-dog","2-4",">139","Mastiff","Pure Breed","Working",20,0.67494883041,-1.34055307187471,0.657990884936967
"477",477,477,477,488,"fdad8122-7144-11e5-ba71-058fbc01cf0b","2015-06-18 01:12:46",1,5,6,"female",1,"expert","5-7","50-89","German Shepherd Dog","Pure Breed","Herding",20,0.60868055556,0.806717878394591,3.46133506212022
"478",478,478,478,489,"fdadfad0-7144-11e5-ba71-058fbc01cf0b","2015-06-20 14:43:54",14,7,6,"female",1,"","0-1","20-49","Golden Doodle","Popular Hybrid","",10,5.7259542181,1.15818589548443,0.76024149284749
"479",479,479,479,490,"fdae85b8-7144-11e5-ba71-058fbc01cf0b","2015-06-24 14:40:03",14,4,6,"male",1,"","0-1","0-19","Bichon Frise","Pure Breed","Non-Sporting",4,0.0023688271953,1.44516537017017,0.151700241588711
"480",480,480,480,491,"fdaf0ede-7144-11e5-ba71-058fbc01cf0b","2015-08-25 15:56:33",15,3,8,"male",1,"protodog","2-4","50-89","Labrador Retriever-Great Dane Mix","Cross Breed","",20,2.4745291179,-0.113379184875944,2.56760968860994
"481",481,481,481,492,"fdaff920-7144-11e5-ba71-058fbc01cf0b","2015-06-24 04:58:46",4,4,6,"female",1,"socialite","2-4","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.31060489766,1.32902346657967,-0.430769178434002
"482",482,482,482,493,"fdb08110-7144-11e5-ba71-058fbc01cf0b","2015-06-26 06:36:31",6,6,6,"male",0,"expert","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.0047630360596,6.70949113235489,-2.0321723509941
"483",483,483,483,494,"fdb0c422-7144-11e5-ba71-058fbc01cf0b","2015-06-27 19:16:47",19,7,6,"male",1,"ace","2-4","20-49","English Cocker Spaniel","Pure Breed","Sporting",20,0.0017227095515,-3.13970826454141,1.59967379392384
"484",484,484,484,495,"fdb1ab6c-7144-11e5-ba71-058fbc01cf0b","2015-07-01 18:38:42",18,4,7,"male",1,"ace","5-7","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,2.8402491472,-1.63876235877934,0.68939448390398
"485",485,485,485,496,"fdb1c638-7144-11e5-ba71-058fbc01cf0b","2015-07-06 20:15:40",20,2,7,"female",1,"maverick","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.67352948343,0.769404725430243,1.03421389533968
"486",486,486,486,497,"fdb23988-7144-11e5-ba71-058fbc01cf0b","2015-07-09 11:14:39",11,5,7,"male",1,"protodog","2-4","50-89","Alaskan Malamute-Siberian Husky Mix","Cross Breed","",20,0.91381700779,0.856194781122969,2.08451185176625
"487",487,487,487,498,"fdb249dc-7144-11e5-ba71-058fbc01cf0b","2015-07-05 20:51:45",20,1,7,"female",1,"renaissance-dog","5-7","20-49","Border Collie","Pure Breed","Herding",20,0.0056907894752,-1.44438905692488,-4.01343963089515
"488",488,488,488,499,"fdb28eec-7144-11e5-ba71-058fbc01cf0b","2015-07-07 01:07:29",1,3,7,"male",1,"ace","2-4","90-139","Doberman Pinscher","Pure Breed","Working",20,0.34946576511,0.701025288905933,2.0556199366968
"489",489,489,489,500,"fdb30796-7144-11e5-ba71-058fbc01cf0b","2015-07-09 20:57:42",20,5,7,"female",1,"ace","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.051991959059,-1.20454356615198,-1.29494571976466
"490",490,490,490,501,"fdb4eaca-7144-11e5-ba71-058fbc01cf0b","2015-07-26 22:21:24",22,1,7,"male",0,"renaissance-dog","5-7","50-89","Bouvier des Flandres","Pure Breed","Herding",20,0.0030720029209,-0.602350038256923,-3.18409663973366
"491",491,491,491,502,"fdb4fcb8-7144-11e5-ba71-058fbc01cf0b","2015-07-29 19:20:08",19,4,7,"female",1,"renaissance-dog","7-10","20-49","Soft Coated Wheaten Terrier","Pure Breed","Terrier",20,2.5244243421,-2.23904799704333,1.30553062576206
"492",492,492,492,503,"fdb6fcde-7144-11e5-ba71-058fbc01cf0b","2015-08-12 14:31:08",14,4,8,"male",1,"ace","7-10","50-89","Doberman Pinscher","Pure Breed","Working",20,0.0065411793399,0.134149149613811,2.18674509959454
"493",493,493,493,504,"fdb806ba-7144-11e5-ba71-058fbc01cf0b","2015-08-27 20:37:10",20,5,8,"female",1,"stargazer","2-4","50-89","American Pit Bull Terrier","Pure Breed","",20,0.21772295322,-1.15649157627073,-2.55900339163027
"494",494,494,494,505,"fdb80a98-7144-11e5-ba71-058fbc01cf0b","2015-08-27 18:47:41",18,5,8,"female",1,"stargazer","5-7","20-49","Border Collie","Pure Breed","Herding",20,0.0035270467815,-1.69331037564894,0.893262437779645
"495",495,495,495,506,"fdb84ddc-7144-11e5-ba71-058fbc01cf0b","2015-08-30 13:05:53",13,1,8,"female",1,"charmer","7-10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.075942982454,0.421325557365403,0.754647898834497
"496",496,496,496,507,"fdb8561a-7144-11e5-ba71-058fbc01cf0b","2015-08-30 22:21:57",22,1,8,"male",0,"ace","0-1","50-89","Golden Retriever","Pure Breed","Sporting",20,0.0044645467821,-0.659063397455973,-3.33362525852131
"497",497,497,497,508,"fdb922c0-7144-11e5-ba71-058fbc01cf0b","2015-09-03 15:07:41",15,5,9,"male",0,"renaissance-dog","0-1","20-49","Miniature American Shepherd","Pure Breed","",20,0.0032754629592,0.743302324701396,2.61790598686617
"498",498,498,498,509,"fdb92464-7144-11e5-ba71-058fbc01cf0b","2015-09-03 16:23:37",16,5,9,"female",1,"socialite","0-1","20-49","Australian Shepherd","Pure Breed","Herding",20,0.026397417159,0.553055663621812,0.0876187611040284
"499",499,499,499,510,"fdb98954-7144-11e5-ba71-058fbc01cf0b","2015-09-05 17:47:55",17,7,9,"female",1,"socialite","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.061299951269,-0.970987934861638,-0.00293078814766022
"500",500,500,500,511,"fdbc43f6-7144-11e5-ba71-058fbc01cf0b","2015-09-21 00:40:23",0,2,9,"male",1,"ace","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.098278508773,-0.343531371915745,-0.537856276181799
"501",501,501,501,512,"fdbdfd72-7144-11e5-ba71-058fbc01cf0b","2015-09-21 20:27:26",20,2,9,"male",1,"socialite",">10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.25452546296,-0.93324775123087,0.218851378218623
"502",502,502,502,513,"fdbe6848-7144-11e5-ba71-058fbc01cf0b","2015-09-21 19:46:55",19,2,9,"female",1,"charmer",">10","0-19","Lhasa Apso-Poodle Mix","Cross Breed","",20,0.73892909357,-2.0270945038549,1.05628044304369
"503",503,503,503,514,"fdbe923c-7144-11e5-ba71-058fbc01cf0b","2015-09-21 23:34:56",23,2,9,"female",1,"charmer","7-10","20-49","Beagle","Pure Breed","Hound",20,0.6321539961,-0.432209960659772,-2.73551078337071
"504",504,504,504,515,"fdbeedc2-7144-11e5-ba71-058fbc01cf0b","2015-09-22 17:04:11",17,3,9,"female",1,"charmer","7-10","50-89","Eurasier","Pure Breed","",20,0.24956444932,2.42323346564946,0.375231638759057
"505",505,505,505,516,"fdbef330-7144-11e5-ba71-058fbc01cf0b","2015-09-22 17:15:15",17,3,9,"female",1,"maverick","2-4","20-49","Havanese","Pure Breed","Toy",20,0.31685307018,-2.07540394643453,0.693926764135065
